File,Best Parameters,Best Score,Mean Squared Error,R^2 Score,Top 1 Feature,Top 1 Importance,Top 2 Feature,Top 2 Importance,Top 3 Feature,Top 3 Importance,Top 4 Feature,Top 4 Importance,Top 5 Feature,Top 5 Importance,Top 6 Feature,Top 6 Importance,Top 7 Feature,Top 7 Importance,Top 8 Feature,Top 8 Importance,Top 9 Feature,Top 9 Importance,Top 10 Feature,Top 10 Importance,Top 11 Feature,Top 11 Importance,Top 12 Feature,Top 12 Importance,Top 13 Feature,Top 13 Importance,Top 14 Feature,Top 14 Importance,Top 15 Feature,Top 15 Importance,Top 16 Feature,Top 16 Importance,Top 17 Feature,Top 17 Importance,Top 18 Feature,Top 18 Importance,Top 19 Feature,Top 19 Importance,Top 20 Feature,Top 20 Importance,Top 21 Feature,Top 21 Importance,Top 22 Feature,Top 22 Importance,Top 23 Feature,Top 23 Importance,Top 24 Feature,Top 24 Importance,Top 25 Feature,Top 25 Importance
csv/finviz (4).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,5.212577183255569e-06,0.999999995222765,Float Short Volatility (Week),0.3578562985064112,Volume,0.11349060507919069,Volume_Float_Ratio,0.08436992310937085,Volume Per Minute Volume_Float_Ratio,0.05890653596476388,Short Interest Volume_Float_Ratio,0.04696223189544431,Market Force Indicator Short Ratio,0.04470542762235129,Volume Per Minute Institutional Ownership,0.03980811060580103,Volume_Float_Ratio^2,0.0356509654887127,Volume Per Minute Float Short,0.02713021079427823,Volatility (Month)^2,0.02571619821467445,Volume Low,0.021549478944005863,Volatility (Week) Volatility (Month),0.019759173659045785,Short Interest Volatility (Week),0.018135640244385177,High Volume_Float_Ratio,0.014475748547565543,Price Short Ratio,0.013613223658338053,Volatility (Week) Volume_Float_Ratio,0.009200125310105618,Market Force Indicator Volatility (Month),0.007630309317268432,Open Institutional Ownership,0.0072505804432098616,Volume Float Per Minute,0.006522051145975603,Relative Volume,0.006382294141360759,Market Force Indicator Institutional Ownership,0.006311889882744545,Short Interest High,0.004367168642479428,Float Short Volatility (Month),0.004187037323909843,Market Cap Market Force Indicator,0.0034260537146334515,Volatility (Month),0.0028010798720275293
csv/finviz (33).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,2.3455005435654066e-06,0.9999999988287787,Market Force Indicator,0.24009445596944604,High Open,0.1487450004142194,Relative Volume^2,0.11341060934230146,Float Short Institutional Transactions,0.07893498865730157,Price Relative Volume,0.06420187548800227,Price Low,0.05872150533006339,Relative Volume,0.05477640987067151,Volume Per Minute,0.0407851370203677,Price Insider Ownership,0.032647377776376475,Relative Volume Insider Ownership,0.025684381402674646,Short Ratio^2,0.02081648239395632,Volume_Float_Ratio,0.015597754312393595,Short Ratio,0.012765126818647254,Market Force Indicator Institutional Ownership,0.012625777427760177,Float Per Minute Insider Ownership,0.008356037709788022,Float Short,0.007940792801347631,Market Force Indicator Insider Ownership,0.0070574558246693396,Volatility (Month),0.006989832731824306,Relative Volume Volume_Float_Ratio,0.005579791058628706,Low Institutional Ownership,0.005082107392862445,Price High,0.004531381243282118,P/E Relative Volume,0.004084405837307291,Volume Per Minute Relative Volume,0.003781250339017186,Volume Insider Ownership,0.003131089441809129,Float Short Institutional Ownership,0.002937470432635102
csv/finviz (19).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,1.3398396159540678e-07,0.9999999994458822,Volume^2,0.7420463124563776,Volume Volume Per Minute,0.09084635756261236,P/E High,0.058850570521859755,Price Volume Per Minute,0.02054345518206452,Float Short,0.015085485758806905,Short Interest Volatility (Month),0.011791936144273336,Volume Volume_Float_Ratio,0.009654704402868535,Float Per Minute^2,0.008214774404553274,Volatility (Week) Institutional Ownership,0.00649357460384288,Short Ratio Volume_Float_Ratio,0.006186609985045841,Volatility (Month) Institutional Ownership,0.0054387399494827855,High Relative Volume,0.005257455618914097,Short Ratio Insider Ownership,0.0026578315417305825,P/E Price,0.0023688707166242893,Average True Range,0.0015160965737060076,Float Short Institutional Ownership,0.001368472844501344,Float Per Minute Institutional Ownership,0.0012583533820834183,Volume Per Minute^2,0.0012301040168730367,Relative Volume Volatility (Month),0.0011154282969517164,Insider Ownership Volume_Float_Ratio,0.000970295547399348,Market Force Indicator Float Short,0.0008223851594307537,Market Force Indicator Volume_Float_Ratio,0.0006647865025829107,Volatility (Week) Institutional Transactions,0.0006599842093160148,Volume Short Interest,0.0006554145529064077,Price Low,0.0006415608636465746
csv/8_00.csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,4.540729479512725e-07,0.9999999980667105,Short Ratio Institutional Transactions,0.22161966627863536,Short Ratio Insider Ownership,0.1837730653944036,Institutional Ownership Volume_Float_Ratio,0.11497773839372673,Float Per Minute Average True Range,0.09495449573130765,Short Ratio Volume_Float_Ratio,0.062220660351465125,Short Ratio Average True Range,0.05183022898261591,Short Interest Institutional Transactions,0.051575984992965625,Volume_Float_Ratio,0.03656164938327753,Market Cap Average True Range,0.030548357344787974,Insider Transactions Institutional Transactions,0.029133833743543922,Volume Market Force Indicator,0.020905129544711586,Market Force Indicator Relative Volume,0.01734913692159353,Float Per Minute Volume Per Minute,0.014300870156957555,Market Force Indicator Insider Ownership,0.011798347636741527,Market Force Indicator Float Short,0.010666561976851275,Float Short Relative Volume,0.009024393340965081,Short Ratio High,0.007394432499160895,Volume,0.005751434433982759,Volume^2,0.0032026205721624513,Float Short Short Interest,0.002963532808976618,Insider Ownership,0.0027477390099894384,Volume Insider Ownership,0.002641923253049891,Market Force Indicator^2,0.0019246011912683275,Market Force Indicator Volume_Float_Ratio,0.0015817059711865811,Volume Float Short,0.0012446800194927364
csv/finviz (52).csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 200, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 3, 'gb__learning_rate': 0.2}",-0.1290771607545484,1.583532239584481e-13,0.9999999999999997,Volume Institutional Transactions,0.2753083116769931,Relative Volume Volume_Float_Ratio,0.224223998379387,High Relative Volume,0.11923753293520292,Relative Volume Average True Range,0.0829131058225021,Market Cap Volatility (Week),0.04283680136370093,Relative Volume,0.03734138272571308,Float Per Minute Insider Ownership,0.024704794082481697,Average True Range,0.020958219315582075,Relative Volume Insider Ownership,0.018285433166258868,Short Ratio Institutional Transactions,0.015579735359599537,Low High,0.015563895651454114,Market Force Indicator Volume_Float_Ratio,0.01502024917399489,Relative Volume Insider Transactions,0.012439429551588164,Volatility (Week) Insider Transactions,0.012387292589706235,Price Open,0.009727698508360734,Float Short Institutional Transactions,0.008940291147530033,Relative Volume^2,0.008263317850408994,Volume_Float_Ratio^2,0.0060109765787114714,High Volume_Float_Ratio,0.005824806720691661,P/E Volume_Float_Ratio,0.003851181945723585,Price High,0.0029083256501802905,Insider Ownership Volume_Float_Ratio,0.0026531584279265276,Float Per Minute Insider Transactions,0.0024182608740276655,Insider Transactions Volume_Float_Ratio,0.0023982152648847183,Short Interest Insider Ownership,0.0021973604817255277
csv/8_45.csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 5, 'gb__min_samples_leaf': 4, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",-354719.4547227813,0.01826248066267012,0.9999317104418073,Market Force Indicator,0.22976644391548273,Market Force Indicator Float Short,0.13539112286485042,Volume_Float_Ratio,0.13024320513426949,Volatility (Week),0.12072211198430854,Relative Volume,0.10746252490313458,P/E Volume Per Minute,0.05728785803698486,Market Force Indicator Institutional Ownership,0.031886360903283915,P/E Institutional Transactions,0.020548060115032046,Volume Insider Transactions,0.016575795273728492,Short Ratio Insider Ownership,0.014885664751112637,Float Per Minute Volume Per Minute,0.012477411580161517,Volume Volume Per Minute,0.010019514562448206,Float Short Institutional Transactions,0.00928371648200209,Float Short Insider Ownership,0.00897221390848174,Price,0.008677922594028371,Market Force Indicator^2,0.007384926213118431,High,0.007354830254598773,Volume Per Minute Average True Range,0.006328221497414811,Volatility (Week)^2,0.005910064444012559,Relative Volume^2,0.005876805084814635,Volatility (Week) Insider Ownership,0.005509500421317761,Insider Transactions Institutional Transactions,0.005280835929919787,Short Interest,0.004884519043540593,Insider Ownership^2,0.004774833403321056,Market Force Indicator Relative Volume,0.0040993344709062875
csv/finviz (6).csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 200, 'gb__min_samples_split': 5, 'gb__min_samples_leaf': 4, 'gb__max_depth': 4, 'gb__learning_rate': 0.2}",-3.7664884477351306,0.01266178551691171,0.9999885241341787,High Relative Volume,0.290459932293526,Volume Insider Transactions,0.16138806831099753,Float Per Minute Market Force Indicator,0.09971011708813324,Relative Volume Insider Transactions,0.06340667956068209,Relative Volume Volatility (Month),0.051349403742598394,Short Interest Average True Range,0.04933494264614548,Volatility (Week) Volume_Float_Ratio,0.03692235068168544,Relative Volume Institutional Ownership,0.030947757887730125,Short Interest Insider Transactions,0.030693620382718004,Institutional Ownership Volume_Float_Ratio,0.028144543225346284,Short Ratio^2,0.02142771790121316,Volume Per Minute High,0.020616026790040223,Market Force Indicator Insider Ownership,0.017367994154079122,Float Short Average True Range,0.01602797822483939,High Volatility (Month),0.010057628962446911,Relative Volume^2,0.005994930818392011,Volume Volume_Float_Ratio,0.005535838161282315,High Insider Transactions,0.004508138025252838,Short Ratio Institutional Transactions,0.004391330318628787,Short Interest Volatility (Week),0.003709470628402373,Market Cap Short Interest,0.0035033452155197034,Volume Relative Volume,0.0032763599882966415,Insider Ownership Insider Transactions,0.002748684986758553,Open Relative Volume,0.0026291512671109732,Float Short Institutional Ownership,0.00201911215151488
csv/9_30.csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 4, 'gb__learning_rate': 0.2}",-24.725649128800672,9.68719277590566e-08,0.999999999341426,Volume Per Minute Relative Volume,0.32507166184264524,Market Force Indicator^2,0.21061376937838158,Market Force Indicator Volume_Float_Ratio,0.13314066351106285,Volume Institutional Ownership,0.08520045938408505,Market Force Indicator Relative Volume,0.054540629328310296,Volume_Float_Ratio,0.042459570381065535,Volume,0.03489858234084055,Volume Per Minute Volume_Float_Ratio,0.022452441449495365,Volume Per Minute Float Short,0.014671386582049068,Short Ratio Insider Ownership,0.010928527265178133,Insider Ownership^2,0.009965526682503357,Volatility (Week) Insider Ownership,0.008986125649188518,Market Force Indicator Volatility (Month),0.006150097060426594,Volume^2,0.004852181884610814,Market Force Indicator Insider Ownership,0.004280474628887595,Institutional Transactions,0.0035372297742327975,Float Short Insider Ownership,0.003410223373890282,P/E Insider Transactions,0.002937223339116775,Volume Open,0.0024533811301524376,Volume Per Minute Insider Ownership,0.0021723281281608208,Volume Per Minute Institutional Transactions,0.0016902114871189657,Insider Transactions^2,0.0016424265833432112,Insider Ownership Volume_Float_Ratio,0.0015256378260888916,Float Short Relative Volume,0.001233228959380129,Market Force Indicator Insider Transactions,0.0011369418588761334
csv/finviz (69).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,6.911471314201498e-06,0.9999999927874941,Volatility (Month) Institutional Transactions,0.25829478271496015,Volatility (Month) Insider Ownership,0.1657753215315869,P/E,0.10569699384825922,Volume Relative Volume,0.08681839355455884,Short Ratio Volume_Float_Ratio,0.05842724206306905,P/E Average True Range,0.051453339843630284,Float Short Institutional Transactions,0.043468581660036566,Volume_Float_Ratio,0.037056031040273905,Float Short Open,0.03176058227624711,Price Insider Transactions,0.027088225678437598,Volatility (Month) Insider Transactions,0.01997880057928199,Relative Volume Volume_Float_Ratio,0.017014055925013493,High Insider Ownership,0.014386820862278042,Volume Per Minute Average True Range,0.012144870214761773,Low Insider Transactions,0.010235280445002376,Short Ratio Institutional Transactions,0.008786632121053687,High^2,0.006766995077024999,P/E Short Ratio,0.00579189073099215,High Relative Volume,0.00469832270386005,Average True Range Volatility (Month),0.004501654411137107,Insider Ownership Institutional Ownership,0.003966590391567129,Average True Range,0.0037930240327802523,Price Float Per Minute,0.003314738151283155,Volume Per Minute Market Force Indicator,0.0026159813712329323,Price High,0.0022261538055702973
csv/finviz (24).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 3, 'gb__learning_rate': 0.01}",-4.437025310900289,23.799916074196023,0.808652258704394,Float Per Minute High,0.12942525378824238,Market Cap Open,0.096808092251511,Market Cap Price,0.09265677694038128,Market Cap Low,0.08312550455512728,Price Float Per Minute,0.07328655175085072,Float Per Minute Open,0.07174890582135665,Float Per Minute Low,0.060911316850022254,Market Cap High,0.05256853386049591,Relative Volume^2,0.044114537413401086,Short Interest Volatility (Month),0.03889632025853029,Relative Volume,0.025571632327286466,Institutional Ownership,0.017808197688660363,Average True Range,0.013866872062277488,Volume Per Minute High,0.009186881260087305,Float Per Minute Short Ratio,0.009145375614417327,Float Short High,0.007549994248659142,Short Ratio Institutional Ownership,0.007423749129631092,Short Ratio High,0.007269622038648592,Volume Per Minute Low,0.007059384963019317,Market Cap Short Ratio,0.006492937758361583,Float Short Institutional Transactions,0.0063811883752679524,Short Ratio Relative Volume,0.006283808391010733,Open Volume_Float_Ratio,0.006218973713532014,Market Force Indicator Volatility (Month),0.0060237215252764865,High,0.005939926104584671
csv/finviz (7).csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 200, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 4, 'gb__max_depth': 5, 'gb__learning_rate': 0.1}",-32.588764226136995,0.9361602721251446,0.9989954986927647,Relative Volume Insider Transactions,0.12223148145063414,Short Interest Average True Range,0.08534702377495813,Institutional Ownership Volume_Float_Ratio,0.08286949758751601,Volume Per Minute High,0.0804782752935788,Volume Per Minute Volume_Float_Ratio,0.05416343257994642,Insider Ownership^2,0.0526186843436743,Insider Ownership Volume_Float_Ratio,0.051029597499722405,Market Force Indicator,0.04150488910026997,Volume Per Minute Insider Transactions,0.03541127098501793,Price Short Interest,0.03245030445630065,Volume,0.032058279561219,Volatility (Month) Volume_Float_Ratio,0.031300809004443916,Float Short Average True Range,0.025594957934897994,Short Interest,0.02556701229002577,Open Volume_Float_Ratio,0.02109503039977818,High Relative Volume,0.019618647188912992,Float Short Volatility (Week),0.01862132947418814,Low Volatility (Week),0.01796801488064665,Volatility (Week) Institutional Ownership,0.01626657135298794,Volume Per Minute Insider Ownership,0.01498699592041896,Relative Volume,0.012590272595318761,Market Cap Market Force Indicator,0.009495893543819354,Short Interest Institutional Ownership,0.009105477594738768,Short Ratio Volatility (Week),0.008254949241935807,Float Per Minute Relative Volume,0.005872133663440068
csv/finviz (16).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,2.626946001662769e-06,0.999999987239042,Float Per Minute Short Interest,0.2885943336288137,Market Cap Float Per Minute,0.15396999036890555,Market Cap Volume_Float_Ratio,0.12582527963665685,Volume Insider Ownership,0.084064678139608,Volatility (Month)^2,0.06980825015575011,Volume Market Force Indicator,0.04651333126572054,Price Relative Volume,0.034127074587852406,Volume Low,0.028686328771024984,Market Force Indicator Low,0.026373250308485512,Short Ratio Volatility (Week),0.02114459059080471,Insider Ownership Insider Transactions,0.015534275139058246,Volume Volume Per Minute,0.014279645479885288,Volume High,0.0132804314011354,Short Interest Open,0.011585004517076385,Price Float Short,0.009329903553106022,Market Cap Average True Range,0.007518822649518276,High Relative Volume,0.006389610558333368,Market Cap Market Force Indicator,0.005377299284228505,Volume_Float_Ratio^2,0.005189505306635241,Price Short Interest,0.004772236901352284,Volume^2,0.0035404334454460923,Float Per Minute Volatility (Week),0.0034759966142630994,High,0.003132328109399533,Insider Ownership Institutional Transactions,0.002628367676817556,Volatility (Week),0.002605188338742156
csv/finviz (21).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,1.8932501862789104e-07,0.9999999989676779,Volatility (Week) Institutional Ownership,0.626087786892312,Open^2,0.09847374293355939,Average True Range,0.050500752859622904,Relative Volume Institutional Ownership,0.03231722663347872,Short Interest Volatility (Month),0.02349286667324448,P/E Insider Ownership,0.021978730780638403,Float Short Relative Volume,0.020683025045426434,Price Short Ratio,0.014904814291374547,P/E Float Short,0.014443837606723457,Market Cap Short Interest,0.012847562817393703,Volume Per Minute Low,0.012072268047269045,Float Short Average True Range,0.01024840661623511,Short Ratio Volatility (Week),0.00949029283388787,Short Ratio Institutional Transactions,0.009138178003079513,Float Short Volume_Float_Ratio,0.007553685253892099,Relative Volume^2,0.006539437431601263,Volume Per Minute Insider Ownership,0.004767065925120465,Insider Ownership Institutional Transactions,0.00418596683482761,Volume Per Minute Volatility (Week),0.0030257118981039115,Short Interest Insider Ownership,0.002931321229346048,Volume^2,0.002393851806714072,Volume_Float_Ratio,0.001552936892014937,High^2,0.0014404235015468903,Volume Price,0.0012609658730104321,Market Cap Float Per Minute,0.0009703379897830326
csv/finviz (11).csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 200, 'gb__min_samples_split': 5, 'gb__min_samples_leaf': 2, 'gb__max_depth': 4, 'gb__learning_rate': 0.2}",0.0025661774633206846,4.60126520754723e-13,0.9999999999999992,Price Market Force Indicator,0.22598808104697143,Volume Average True Range,0.13124577362136747,Volume Per Minute,0.11214188100961442,Volume Market Force Indicator,0.08020027789160716,Volume Volume Per Minute,0.07336148127231294,Volume^2,0.04777428062887499,Market Force Indicator Insider Transactions,0.04438041095948038,Volume Per Minute^2,0.03932931066118314,Volume_Float_Ratio,0.03156648202481753,Volume Institutional Transactions,0.03133820548077856,High^2,0.029700574910810653,Float Per Minute Market Force Indicator,0.017789994686266575,Market Force Indicator Institutional Transactions,0.014212367282741872,Market Force Indicator Insider Ownership,0.013126379859336018,Market Force Indicator,0.010059688070411158,Relative Volume,0.009361477041266329,Volume Per Minute Average True Range,0.009148721872746946,Float Short Relative Volume,0.008133159202946232,Price Volume Per Minute,0.006226180828026786,Relative Volume^2,0.006129887727325511,Volatility (Week) Institutional Transactions,0.0058021868613391606,Volume Per Minute Relative Volume,0.005715634481976805,Volume Float Short,0.005218410827781287,High Average True Range,0.00330946001283141,Volume,0.002834014020184223
csv/8_15.csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 200, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 4, 'gb__max_depth': 5, 'gb__learning_rate': 0.1}",-1993.5896142030542,0.44218399196488584,0.9989594169556064,Volume_Float_Ratio,0.09818365464901542,Volume Per Minute Institutional Transactions,0.07032707413904858,Market Force Indicator,0.0656232720032574,Short Ratio Institutional Transactions,0.04891316691912433,Float Per Minute,0.046726044494963065,Market Force Indicator Short Ratio,0.046089237272733334,Volume Per Minute Market Force Indicator,0.04428267274952212,Volume Market Force Indicator,0.038232655066993984,Volume Per Minute,0.03802081520962706,Market Cap Institutional Transactions,0.033945655165239105,Market Force Indicator Insider Ownership,0.03375395885843039,Average True Range Institutional Transactions,0.03212881775080228,Insider Ownership,0.031798697890996715,Open,0.027270612613328377,P/E Market Force Indicator,0.02346517082575188,Volume Per Minute Insider Ownership,0.023102806115605015,Volatility (Week) Insider Ownership,0.020060283196056475,Market Force Indicator^2,0.01911509988413476,Market Force Indicator Institutional Transactions,0.018468380531515467,Low Institutional Transactions,0.017164964676704277,Volatility (Month),0.01647066227477998,Volume Per Minute Short Interest,0.01646058758584702,Volume Per Minute Short Ratio,0.014730343839355356,Volume Per Minute Float Short,0.010818026324093382,Short Ratio Volume_Float_Ratio,0.01062878235108196
csv/finviz (32).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,1.0390174351543548e-06,0.999999999553595,Insider Ownership Institutional Transactions,0.6203723002142021,Relative Volume,0.1508900011041123,P/E Volatility (Week),0.10716753818653198,P/E Float Short,0.01765779291488258,Float Short Volatility (Month),0.011912120937271307,Volume Institutional Transactions,0.010523426321498252,Float Short Insider Transactions,0.009998884735505979,Short Interest Volatility (Week),0.008157717378879452,High Open,0.00759029623786632,Volume Volume_Float_Ratio,0.006734991433592682,Short Ratio^2,0.005520601304830264,Volume Average True Range,0.005220613764721786,Insider Ownership,0.004310429831661953,Open Insider Transactions,0.004207297877237329,Insider Transactions Institutional Ownership,0.003824663490659958,Float Per Minute Insider Ownership,0.0034275910649358052,Price Volatility (Week),0.003341196569835353,Volume Per Minute Volume_Float_Ratio,0.002923113202090455,Price Low,0.0024859856546823166,Float Per Minute Volatility (Week),0.0017451336682353102,Relative Volume Institutional Ownership,0.0014259622848684604,Insider Transactions Institutional Transactions,0.0012204477975341944,Volatility (Week) Insider Ownership,0.0009567866267235489,Low Open,0.0009292974442804955,Float Short Insider Ownership,0.0008704520809301172
csv/finviz (70).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,8.915613794651609e-06,0.9999999874207369,P/E Insider Transactions,0.2857517503550664,Short Interest^2,0.18288112022724246,P/E,0.11704391694543513,P/E Float Per Minute,0.07491254185481817,Float Short Institutional Ownership,0.05214989133760509,Market Cap Float Short,0.04558683509869908,Float Short Short Ratio,0.03845269894932552,Price Relative Volume,0.03347065923352173,Float Per Minute Insider Ownership,0.030262157637458226,Float Short Open,0.024406928306006513,Volume Market Force Indicator,0.018689683567232798,Market Force Indicator Open,0.01572307371994162,Market Cap Volume_Float_Ratio,0.013757589007332262,Price Low,0.010034200342953497,Average True Range Insider Ownership,0.008188749591237304,Low Relative Volume,0.007694619387356718,Short Ratio Average True Range,0.0064013558243862425,Low Institutional Ownership,0.004140412130501124,Institutional Ownership^2,0.00407222340465798,Market Cap Open,0.0036590681128772073,Average True Range Volatility (Month),0.0034892054403640057,Short Interest Institutional Ownership,0.0023022541859715204,Market Force Indicator Volatility (Month),0.0022337160916871854,Average True Range^2,0.0018632840328027468,High Open,0.0017063633849103924
csv/finviz (71).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,3.641784830332208e-07,0.9999999995828569,Volume_Float_Ratio,0.3368854940714331,Institutional Ownership Institutional Transactions,0.20804180954772494,High Institutional Transactions,0.14840493274944414,Market Force Indicator Relative Volume,0.09119591590798953,Market Force Indicator Insider Ownership,0.06135898916304604,P/E Average True Range,0.04188704319343718,Market Cap Volatility (Month),0.03093200612401087,Volume Insider Ownership,0.018238018714205353,Float Short Volume_Float_Ratio,0.012289164144099403,Short Interest Institutional Transactions,0.009657227707110737,P/E Market Force Indicator,0.008141731410772391,Relative Volume Insider Transactions,0.00796931150941563,P/E Volume,0.0044328171810442156,Insider Ownership Institutional Transactions,0.002570780559127354,Float Short Institutional Transactions,0.0024214399198393926,P/E Insider Transactions,0.002351881628463629,Volume Insider Transactions,0.0021666508042941348,P/E Open,0.0017015174374355817,Volatility (Month) Insider Ownership,0.0013942944077803775,Insider Transactions Volume_Float_Ratio,0.0011933174056483217,Volatility (Month) Volume_Float_Ratio,0.0011386204891394621,High Open,0.0007836323125784252,Insider Ownership Volume_Float_Ratio,0.0007091888444884765,High Average True Range,0.0004821201893055676,Volume^2,0.0004533123290898426
csv/finviz (22).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,1.5927014630487034e-07,0.9999999991752062,Short Interest Insider Ownership,0.24532884350449294,P/E Insider Ownership,0.2450864607437125,Relative Volume^2,0.11857473107432728,Price Float Per Minute,0.09912823758690523,Float Short Average True Range,0.06490006487997778,Short Ratio Volatility (Week),0.044521487159788965,Float Short Relative Volume,0.04183784415595832,Market Force Indicator Insider Ownership,0.025625827361419325,Short Interest Volatility (Month),0.019083783432333534,Average True Range,0.015423060914435667,Insider Ownership Institutional Transactions,0.012782842742087014,Average True Range Insider Ownership,0.009367951261289677,Low Institutional Ownership,0.00793600010723867,Relative Volume Volume_Float_Ratio,0.005745245286244514,Price^2,0.005467555088049588,Short Ratio Volatility (Month),0.005388416196394527,Open^2,0.005026222142270812,P/E High,0.003851954054832398,Institutional Transactions,0.0028014767653903416,Average True Range^2,0.0026500210173124035,P/E Price,0.0019782993242663566,Float Per Minute Insider Ownership,0.0018507931820860685,Market Force Indicator Insider Transactions,0.0016519950647251778,High Institutional Transactions,0.001479387927939253,Price Low,0.001449793727268513
csv/finviz (10).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 4, 'gb__learning_rate': 0.2}",-4.269286990863734,2.0191515158388963e-07,0.9999999997172008,Volume Volume Per Minute,0.2739648425824224,Volume Per Minute^2,0.17263586520772847,Market Force Indicator,0.14598491410034356,Volume,0.07692978210363635,Volume Per Minute,0.04693409836821412,Market Force Indicator Insider Transactions,0.03666795144482516,Market Cap Average True Range,0.02893221233694162,Relative Volume Volatility (Month),0.024230923271780256,Market Force Indicator^2,0.022947974360855904,Price High,0.018398018846042224,Insider Transactions Institutional Ownership,0.017116733197041174,Insider Ownership Volume_Float_Ratio,0.016511861802154488,Average True Range Volume_Float_Ratio,0.01650061954147482,Relative Volume Institutional Transactions,0.013610400618884858,Volume Insider Transactions,0.011752462835960662,Float Short Volatility (Week),0.009472151456077561,Volume Per Minute Volume_Float_Ratio,0.00879785163978104,Volume Relative Volume,0.008248774748326852,Float Short Relative Volume,0.00780135890447686,Short Interest Volatility (Week),0.005385497853778227,Market Force Indicator Insider Ownership,0.005318458497425704,Volume_Float_Ratio^2,0.003341939383485662,Float Per Minute Volatility (Week),0.003276428443399375,Short Ratio Volatility (Week),0.0031365814056839893,Volume Per Minute Insider Transactions,0.002324225212210922
